turn_difficulty,turn_difficulty_label,n_runs,n_rows,n_variants,mean_turn_count,mean_precision,std_precision,sample_std_precision,min_precision,max_precision,mean_recall,std_recall,sample_std_recall,min_recall,max_recall,mean_f1,std_f1,sample_std_f1,min_f1,max_f1,mean_tile_accuracy,std_tile_accuracy,sample_std_tile_accuracy,min_tile_accuracy,max_tile_accuracy,mean_exact_match,std_exact_match,sample_std_exact_match,min_exact_match,max_exact_match,mean_missed_tile_rate,std_missed_tile_rate,sample_std_missed_tile_rate,min_missed_tile_rate,max_missed_tile_rate,mean_extra_tile_rate,std_extra_tile_rate,sample_std_extra_tile_rate,min_extra_tile_rate,max_extra_tile_rate,n_batches_for_inner_batch_std,mean_inner_batch_std_precision,mean_inner_batch_std_recall,mean_inner_batch_std_f1,mean_inner_batch_std_tile_accuracy,mean_inner_batch_std_exact_match,mean_inner_batch_std_missed_tile_rate,mean_inner_batch_std_extra_tile_rate
very_hard,Very hard (>3 turns),2,18,9,4.0,0.7987333333333333,0.31581101768128494,0.32496685622853727,0.0,1.0,0.5235944444444445,0.417375447119287,0.42947579192507834,0.0,1.0,0.5614666666666667,0.39167923384093545,0.4030346066005338,0.0,1.0,0.5235944444444445,0.417375447119287,0.42947579192507834,0.0,1.0,0.1111111111111111,0.3142696805273545,0.3233808333817773,0.0,1.0,0.4764055555555556,0.417375447119287,0.42947579192507834,0.0,1.0,0.20126666666666665,0.31581101768128494,0.32496685622853727,0.0,1.0,1,0.31581101768128494,0.417375447119287,0.39167923384093545,0.417375447119287,0.3142696805273545,0.417375447119287,0.31581101768128494
