source_path,record_type,run_id,run_index,case_study,status,started_at,completed_at,exploratory,method,model_name,seed,sample_seed,randomization_seed,sample_index,sample_id,image,image_category,run_dir,final_score,randomized_score,absolute_improvement,relative_improvement,filter_adjustments,vlm_snapshots,random_brightness,random_contrast,final_brightness,final_contrast,image_randomized_start,image_final_result,image_reference_hidden,hist_randomized,hist_result,hist_reference,hist_comparison,action_filter_trajectory,action_vlm_snapshots,error,warnings,duration_s,method_label
/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_1/runs/case1_20260611_133002/run_manifest.json,manifest,case1_20260611_133002,,case_study_1,completed,2026-06-11 13:21:44.204000+00:00,2026-06-11 13:30:02.422000+00:00,False,direct,gpt-5.5,30,2458321571,1300632040,20151,/unlabeled-assets/train/grids/749.tiff,749.tiff,,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_1/runs/case1_20260611_133002,4.574174,0.676751,-3.897423,-575.9,11.0,11.0,75.0,237.0,300.0,50.0,images/randomized_start.png,images/final_result.png,images/reference_hidden.png,histograms/randomized_hist.png,histograms/result_hist.png,histograms/ref_hist.png,histograms/comparison_hist.png,actions/filter_trajectory.csv,actions/vlm_snapshots.csv,,trace_parse_error: cannot access local variable 'agent_reply_dst' where it is not associated with a value,498.218,Direct refinement
/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_1/runs/case1_20260611_100354/run_manifest.json,manifest,case1_20260611_100354,,case_study_1,completed,2026-06-11 09:58:59.728000+00:00,2026-06-11 10:03:54.681000+00:00,True,exploratory,gpt-5.5,30,2458321571,1300632040,20151,/unlabeled-assets/train/grids/749.tiff,749.tiff,,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_1/runs/case1_20260611_100354,4.62135,0.676751,-3.944599,-582.87,9.0,8.0,75.0,237.0,300.0,40.0,images/randomized_start.png,images/final_result.png,images/reference_hidden.png,histograms/randomized_hist.png,histograms/result_hist.png,histograms/ref_hist.png,histograms/comparison_hist.png,actions/filter_trajectory.csv,actions/vlm_snapshots.csv,,trace_parse_error: cannot access local variable 'agent_reply_dst' where it is not associated with a value,294.953,Exploration + refinement
