variant,variant_label,mean_overall_score,score_ci_low,score_ci_high,mean_normalized_mae,mean_within_1_pct,mean_within_10_pct,mean_inside_interval_pct,n_datasets,dataset_scores,rank
E3_imggen_deterministic,ImgGen det.,0.46785762118745655,0.2005494505494506,0.6325660195292098,0.8310910565164339,61.79370086376866,38.47975294536483,36.810052502658245,3,Grid Scan Paper=0.633; Luca UNC=0.201; Andrea Mirror=0.570,1
E7_sam3_overlay_vlm,SAM3 + VLM,0.400007561950565,0.29988512949039264,0.5342773705503767,0.5591484764636326,47.43288140123787,24.399838671714676,22.56833684021285,3,Grid Scan Paper=0.534; Luca UNC=0.366; Andrea Mirror=0.300,2
E6_sam3_deterministic,SAM3 det.,0.39974686396912307,0.3338763575605681,0.45528012376171884,0.5531008306621246,47.75577452361436,22.763137196459766,18.563752467530318,3,Grid Scan Paper=0.455; Luca UNC=0.410; Andrea Mirror=0.334,3
E1_raw_vlm,Raw VLM,0.3129176563561908,0.06578947368421052,0.5947257411981338,0.6157029359295157,32.64662363790552,15.661026090473943,15.090226746668463,3,Grid Scan Paper=0.595; Luca UNC=0.278; Andrea Mirror=0.066,4
E4_sam2_overlay_vlm,SAM2 + VLM,0.2978628249167313,0.1058282208588957,0.48889851621377095,0.7911189323533864,36.95316630415113,23.638851730553377,21.9691512878468,3,Grid Scan Paper=0.106; Luca UNC=0.489; Andrea Mirror=0.299,5
E2_sam2_deterministic,SAM2 det.,0.25265462570726943,0.20152464494569763,0.2859821415503083,0.8088267256210185,39.38314403280499,23.44405137430646,20.837251221494036,3,Grid Scan Paper=0.270; Luca UNC=0.286; Andrea Mirror=0.202,6
E5_imggen_overlay_vlm,ImgGen + VLM,0.21969742667191813,0.19736842105263155,0.23626373626373623,1.8601322012147128,56.597250559149174,31.281720109618078,29.81651864441661,3,Grid Scan Paper=0.225; Luca UNC=0.236; Andrea Mirror=0.197,7
