batch_id,source,variant,variant_label,model,n_runs_requested,n_runs_completed,grid_level,subdivision,visual_condition,visual_condition_label,n_paths,n_parsed,n_parsing_failures,mean_precision,var_precision,sample_var_precision,std_precision,min_precision,max_precision,mean_recall,var_recall,sample_var_recall,std_recall,min_recall,max_recall,mean_f1,var_f1,sample_var_f1,std_f1,min_f1,max_f1,mean_tile_accuracy,var_tile_accuracy,sample_var_tile_accuracy,std_tile_accuracy,min_tile_accuracy,max_tile_accuracy,mean_missed_tile_rate,var_missed_tile_rate,sample_var_missed_tile_rate,std_missed_tile_rate,min_missed_tile_rate,max_missed_tile_rate,mean_extra_tile_rate,var_extra_tile_rate,sample_var_extra_tile_rate,std_extra_tile_rate,min_extra_tile_rate,max_extra_tile_rate,exact_match_rate,var_exact_match,sample_var_exact_match,std_exact_match
case3_batch_20260619_120917,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_120917/batch_manifest.json,L2_path_only,L2: No annotations,gpt-5.5,3,3,2.0,4.0,path_only,No annotations,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
case3_batch_20260619_120917,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_120917/batch_manifest.json,L2_grid,L2: Grid,gpt-5.5,3,3,2.0,4.0,grid,Grid,3,3,0,1.0,0.0,0.0,0.0,1.0,1.0,0.2903,0.0,0.0,0.0,0.2903,0.2903,0.45,0.0,0.0,0.0,0.45,0.45,0.2903,0.0,0.0,0.0,0.2903,0.2903,0.7097,0.0,0.0,0.0,0.7097,0.7097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case3_batch_20260619_120917,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_120917/batch_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,3,3,2.0,4.0,grid_labels,Grid + labels,3,3,0,0.8519,0.0439,0.0658,0.2095,0.5556,1.0,0.172,0.0002,0.0003,0.0141,0.1613,0.1935,0.284,0.0009,0.0014,0.03,0.25,0.3243,0.172,0.0002,0.0003,0.0141,0.1613,0.1935,0.828,0.0002,0.0003,0.0141,0.8065,0.8387,0.1481,0.0439,0.0658,0.2095,0.0,0.4444,0.0,0.0,0.0,0.0
case3_batch_20260619_134156,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/batch_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,3,3,0.0,1.0,path_only,No annotations,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
case3_batch_20260619_134156,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/batch_manifest.json,L0_grid,L0: Grid,gpt-5.5,3,3,0.0,1.0,grid,Grid,3,3,0,1.0,0.0,0.0,0.0,1.0,1.0,0.9394,0.0018,0.0028,0.0424,0.9091,1.0,0.9683,0.0005,0.0008,0.0224,0.9524,1.0,0.9394,0.0018,0.0028,0.0424,0.9091,1.0,0.0606,0.0018,0.0028,0.0424,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.2222,0.3333,0.4714
case3_batch_20260619_134156,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/batch_manifest.json,L0_grid_labels,L0: Grid + labels,gpt-5.5,3,3,0.0,1.0,grid_labels,Grid + labels,3,3,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
case3_batch_20260619_134156,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/batch_manifest.json,L1_path_only,L1: No annotations,gpt-5.5,3,3,1.0,2.0,path_only,No annotations,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
case3_batch_20260619_134156,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/batch_manifest.json,L1_grid,L1: Grid,gpt-5.5,3,3,1.0,2.0,grid,Grid,3,3,0,0.9841,0.0005,0.0008,0.0224,0.9524,1.0,0.8939,0.0032,0.0048,0.0566,0.8182,0.9545,0.9356,0.001,0.0015,0.0316,0.9,0.9767,0.8939,0.0032,0.0048,0.0566,0.8182,0.9545,0.1061,0.0032,0.0048,0.0566,0.0455,0.1818,0.0159,0.0005,0.0008,0.0224,0.0,0.0476,0.0,0.0,0.0,0.0
case3_batch_20260619_134156,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/batch_manifest.json,L1_grid_labels,L1: Grid + labels,gpt-5.5,3,3,1.0,2.0,grid_labels,Grid + labels,3,3,0,1.0,0.0,0.0,0.0,1.0,1.0,0.8788,0.0018,0.0028,0.0424,0.8182,0.9091,0.9349,0.0006,0.0009,0.0245,0.9,0.9524,0.8788,0.0018,0.0028,0.0424,0.8182,0.9091,0.1212,0.0018,0.0028,0.0424,0.0909,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case3_batch_20260619_134156,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/batch_manifest.json,L2_path_only,L2: No annotations,gpt-5.5,3,3,2.0,4.0,path_only,No annotations,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
case3_batch_20260619_134156,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/batch_manifest.json,L2_grid,L2: Grid,gpt-5.5,3,3,2.0,4.0,grid,Grid,3,3,0,0.9615,0.003,0.0044,0.0548,0.8846,1.0,0.4924,0.0005,0.0007,0.0224,0.4773,0.5227,0.6498,0.0,0.0,0.0,0.6462,0.6571,0.4924,0.0005,0.0007,0.0224,0.4773,0.5227,0.5076,0.0005,0.0007,0.0224,0.4773,0.5227,0.0385,0.003,0.0044,0.0548,0.0,0.1154,0.0,0.0,0.0,0.0
case3_batch_20260619_134156,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/batch_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,3,3,2.0,4.0,grid_labels,Grid + labels,3,3,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0909,0.0,0.0,0.0,0.0909,0.0909,0.1667,0.0,0.0,0.0,0.1667,0.1667,0.0909,0.0,0.0,0.0,0.0909,0.0909,0.9091,0.0,0.0,0.0,0.9091,0.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case3_batch_20260619_181559,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_181559/batch_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,3,3,0.0,1.0,path_only,No annotations,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
case3_batch_20260619_181559,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_181559/batch_manifest.json,L0_grid,L0: Grid,gpt-5.5,3,3,0.0,1.0,grid,Grid,3,3,0,1.0,0.0,0.0,0.0,1.0,1.0,0.7273,0.0,0.0,0.0,0.7273,0.7273,0.8421,0.0,0.0,0.0,0.8421,0.8421,0.7273,0.0,0.0,0.0,0.7273,0.7273,0.2727,0.0,0.0,0.0,0.2727,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case3_batch_20260619_181559,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_181559/batch_manifest.json,L0_grid_labels,L0: Grid + labels,gpt-5.5,3,3,0.0,1.0,grid_labels,Grid + labels,3,3,0,0.9394,0.0073,0.011,0.0854,0.8182,1.0,0.697,0.0073,0.011,0.0854,0.6364,0.8182,0.7913,0.0004,0.0005,0.02,0.7778,0.8182,0.697,0.0073,0.011,0.0854,0.6364,0.8182,0.303,0.0073,0.011,0.0854,0.1818,0.3636,0.0606,0.0073,0.011,0.0854,0.0,0.1818,0.0,0.0,0.0,0.0
case3_batch_20260619_181559,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_181559/batch_manifest.json,L1_path_only,L1: No annotations,gpt-5.5,3,3,1.0,2.0,path_only,No annotations,3,3,0,0.0303,0.0018,0.0028,0.0424,0.0,0.0909,0.0145,0.0004,0.0006,0.02,0.0,0.0435,0.0196,0.0008,0.0012,0.0283,0.0,0.0588,0.0145,0.0004,0.0006,0.02,0.0,0.0435,0.9855,0.0004,0.0006,0.02,0.9565,1.0,0.9697,0.0018,0.0028,0.0424,0.9091,1.0,0.0,0.0,0.0,0.0
case3_batch_20260619_181559,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_181559/batch_manifest.json,L1_grid,L1: Grid,gpt-5.5,3,3,1.0,2.0,grid,Grid,3,3,0,0.9222,0.0047,0.007,0.0686,0.8333,1.0,0.5507,0.0067,0.0101,0.0819,0.4348,0.6087,0.6883,0.0069,0.0104,0.0831,0.5714,0.7568,0.5507,0.0067,0.0101,0.0819,0.4348,0.6087,0.4493,0.0067,0.0101,0.0819,0.3913,0.5652,0.0778,0.0047,0.007,0.0686,0.0,0.1667,0.0,0.0,0.0,0.0
case3_batch_20260619_181559,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_181559/batch_manifest.json,L1_grid_labels,L1: Grid + labels,gpt-5.5,3,3,1.0,2.0,grid_labels,Grid + labels,3,3,0,0.5253,0.0227,0.0341,0.1507,0.381,0.7333,0.3623,0.008,0.012,0.0894,0.2609,0.4783,0.4253,0.012,0.0179,0.1095,0.3333,0.5789,0.3623,0.008,0.012,0.0894,0.2609,0.4783,0.6377,0.008,0.012,0.0894,0.5217,0.7391,0.4747,0.0227,0.0341,0.1507,0.2667,0.619,0.0,0.0,0.0,0.0
case3_batch_20260619_181559,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_181559/batch_manifest.json,L2_path_only,L2: No annotations,gpt-5.5,3,3,2.0,4.0,path_only,No annotations,3,3,0,0.0133,0.0004,0.0005,0.02,0.0,0.04,0.0078,0.0001,0.0002,0.01,0.0,0.0233,0.0098,0.0002,0.0003,0.0141,0.0,0.0294,0.0078,0.0001,0.0002,0.01,0.0,0.0233,0.9922,0.0001,0.0002,0.01,0.9767,1.0,0.9867,0.0004,0.0005,0.02,0.96,1.0,0.0,0.0,0.0,0.0
case3_batch_20260619_181559,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_181559/batch_manifest.json,L2_grid,L2: Grid,gpt-5.5,3,3,2.0,4.0,grid,Grid,3,3,0,0.3834,0.0332,0.0498,0.1822,0.1333,0.5625,0.4574,0.0852,0.1278,0.2919,0.0465,0.6977,0.4043,0.0565,0.0848,0.2377,0.069,0.5934,0.4574,0.0852,0.1278,0.2919,0.0465,0.6977,0.5426,0.0852,0.1278,0.2919,0.3023,0.9535,0.6166,0.0332,0.0498,0.1822,0.4375,0.8667,0.0,0.0,0.0,0.0
case3_batch_20260619_181559,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_181559/batch_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,3,3,2.0,4.0,grid_labels,Grid + labels,3,3,0,0.3571,0.0102,0.0153,0.101,0.2857,0.5,0.0465,0.0,0.0,0.0,0.0465,0.0465,0.0817,0.0,0.0,0.0,0.08,0.0851,0.0465,0.0,0.0,0.0,0.0465,0.0465,0.9535,0.0,0.0,0.0,0.9535,0.9535,0.6429,0.0102,0.0153,0.101,0.5,0.7143,0.0,0.0,0.0,0.0
case3_batch_20260619_194452,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_194452/batch_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,3,3,0.0,1.0,path_only,No annotations,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
case3_batch_20260619_194452,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_194452/batch_manifest.json,L0_grid,L0: Grid,gpt-5.5,3,3,0.0,1.0,grid,Grid,3,3,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
case3_batch_20260619_194452,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_194452/batch_manifest.json,L0_grid_labels,L0: Grid + labels,gpt-5.5,3,3,0.0,1.0,grid_labels,Grid + labels,3,3,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
case3_batch_20260619_194452,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_194452/batch_manifest.json,L1_path_only,L1: No annotations,gpt-5.5,3,3,1.0,2.0,path_only,No annotations,3,3,0,0.0351,0.0006,0.0009,0.0245,0.0,0.0526,0.0196,0.0002,0.0003,0.0141,0.0,0.0294,0.0251,0.0003,0.0005,0.0173,0.0,0.0377,0.0196,0.0002,0.0003,0.0141,0.0,0.0294,0.9804,0.0002,0.0003,0.0141,0.9706,1.0,0.9649,0.0006,0.0009,0.0245,0.9474,1.0,0.0,0.0,0.0,0.0
case3_batch_20260619_194452,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_194452/batch_manifest.json,L1_grid,L1: Grid,gpt-5.5,3,3,1.0,2.0,grid,Grid,3,3,0,0.9429,0.0002,0.0003,0.0141,0.931,0.9643,0.8039,0.0002,0.0003,0.0141,0.7941,0.8235,0.8677,0.0001,0.0001,0.01,0.8571,0.875,0.8039,0.0002,0.0003,0.0141,0.7941,0.8235,0.1961,0.0002,0.0003,0.0141,0.1765,0.2059,0.0571,0.0002,0.0003,0.0141,0.0357,0.069,0.0,0.0,0.0,0.0
case3_batch_20260619_194452,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_194452/batch_manifest.json,L1_grid_labels,L1: Grid + labels,gpt-5.5,3,3,1.0,2.0,grid_labels,Grid + labels,3,3,0,0.7269,0.0305,0.0457,0.1746,0.4808,0.8667,0.5686,0.0209,0.0314,0.1446,0.3824,0.7353,0.6006,0.0044,0.0066,0.0663,0.5306,0.6897,0.5686,0.0209,0.0314,0.1446,0.3824,0.7353,0.4314,0.0209,0.0314,0.1446,0.2647,0.6176,0.2731,0.0305,0.0457,0.1746,0.1333,0.5192,0.0,0.0,0.0,0.0
case3_batch_20260619_194452,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_194452/batch_manifest.json,L2_path_only,L2: No annotations,gpt-5.5,3,3,2.0,4.0,path_only,No annotations,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
case3_batch_20260619_194452,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_194452/batch_manifest.json,L2_grid,L2: Grid,gpt-5.5,3,3,2.0,4.0,grid,Grid,3,3,0,0.5655,0.0243,0.0365,0.1559,0.3548,0.7273,0.5303,0.0197,0.0296,0.1404,0.3333,0.6515,0.5458,0.0205,0.0308,0.1432,0.3438,0.6612,0.5303,0.0197,0.0296,0.1404,0.3333,0.6515,0.4697,0.0197,0.0296,0.1404,0.3485,0.6667,0.4345,0.0243,0.0365,0.1559,0.2727,0.6452,0.0,0.0,0.0,0.0
case3_batch_20260619_194452,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_194452/batch_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,3,3,2.0,4.0,grid_labels,Grid + labels,3,3,0,0.5301,0.1259,0.1888,0.3548,0.1429,1.0,0.1263,0.01,0.015,0.1,0.0152,0.2576,0.182,0.015,0.0225,0.1225,0.0274,0.3269,0.1263,0.01,0.015,0.1,0.0152,0.2576,0.8737,0.01,0.015,0.1,0.7424,0.9848,0.4699,0.1259,0.1888,0.3548,0.0,0.8571,0.0,0.0,0.0,0.0
case3_batch_20260619_211455,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_211455/batch_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,3,3,0.0,1.0,path_only,No annotations,3,3,0,0.2889,0.0039,0.0059,0.0624,0.2,0.3333,0.1111,0.0,0.0,0.0,0.1111,0.1111,0.1588,0.0001,0.0002,0.01,0.1429,0.1667,0.1111,0.0,0.0,0.0,0.1111,0.1111,0.8889,0.0,0.0,0.0,0.8889,0.8889,0.7111,0.0039,0.0059,0.0624,0.6667,0.8,0.0,0.0,0.0,0.0
case3_batch_20260619_211455,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_211455/batch_manifest.json,L0_grid,L0: Grid,gpt-5.5,3,3,0.0,1.0,grid,Grid,3,3,0,1.0,0.0,0.0,0.0,1.0,1.0,0.6297,0.0027,0.0041,0.052,0.5556,0.6667,0.7714,0.0016,0.0024,0.04,0.7143,0.8,0.6297,0.0027,0.0041,0.052,0.5556,0.6667,0.3703,0.0027,0.0041,0.052,0.3333,0.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case3_batch_20260619_211455,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_211455/batch_manifest.json,L0_grid_labels,L0: Grid + labels,gpt-5.5,3,3,0.0,1.0,grid_labels,Grid + labels,3,3,0,0.8022,0.006,0.0091,0.0775,0.6923,0.8571,0.7778,0.0247,0.037,0.1572,0.6667,1.0,0.7727,0.001,0.0016,0.0316,0.75,0.8182,0.7778,0.0247,0.037,0.1572,0.6667,1.0,0.2222,0.0247,0.037,0.1572,0.0,0.3333,0.1978,0.006,0.0091,0.0775,0.1429,0.3077,0.0,0.0,0.0,0.0
case3_batch_20260619_211455,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_211455/batch_manifest.json,L1_path_only,L1: No annotations,gpt-5.5,3,3,1.0,2.0,path_only,No annotations,3,3,0,0.0769,0.0,0.0,0.0,0.0769,0.0769,0.0588,0.0,0.0,0.0,0.0588,0.0588,0.0667,0.0,0.0,0.0,0.0667,0.0667,0.0588,0.0,0.0,0.0,0.0588,0.0588,0.9412,0.0,0.0,0.0,0.9412,0.9412,0.9231,0.0,0.0,0.0,0.9231,0.9231,0.0,0.0,0.0,0.0
case3_batch_20260619_211455,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_211455/batch_manifest.json,L1_grid,L1: Grid,gpt-5.5,3,3,1.0,2.0,grid,Grid,3,3,0,0.4545,0.0,0.0,0.0,0.4545,0.4545,0.5882,0.0,0.0,0.0,0.5882,0.5882,0.5128,0.0,0.0,0.0,0.5128,0.5128,0.5882,0.0,0.0,0.0,0.5882,0.5882,0.4118,0.0,0.0,0.0,0.4118,0.4118,0.5455,0.0,0.0,0.0,0.5455,0.5455,0.0,0.0,0.0,0.0
case3_batch_20260619_211455,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_211455/batch_manifest.json,L1_grid_labels,L1: Grid + labels,gpt-5.5,3,3,1.0,2.0,grid_labels,Grid + labels,3,3,0,0.6945,0.0015,0.0023,0.0387,0.6667,0.75,0.196,0.0123,0.0185,0.1109,0.1176,0.3529,0.2933,0.0174,0.0261,0.1319,0.2,0.48,0.196,0.0123,0.0185,0.1109,0.1176,0.3529,0.804,0.0123,0.0185,0.1109,0.6471,0.8824,0.3055,0.0015,0.0023,0.0387,0.25,0.3333,0.0,0.0,0.0,0.0
case3_batch_20260619_211455,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_211455/batch_manifest.json,L2_path_only,L2: No annotations,gpt-5.5,3,3,2.0,4.0,path_only,No annotations,3,3,0,0.0445,0.0,0.0,0.0,0.0417,0.05,0.0294,0.0,0.0,0.0,0.0294,0.0294,0.0353,0.0,0.0,0.0,0.0345,0.037,0.0294,0.0,0.0,0.0,0.0294,0.0294,0.9706,0.0,0.0,0.0,0.9706,0.9706,0.9555,0.0,0.0,0.0,0.95,0.9583,0.0,0.0,0.0,0.0
case3_batch_20260619_211455,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_211455/batch_manifest.json,L2_grid,L2: Grid,gpt-5.5,3,3,2.0,4.0,grid,Grid,3,3,0,0.8889,0.0247,0.037,0.1572,0.6667,1.0,0.0588,0.0,0.0,0.0,0.0588,0.0588,0.1101,0.0,0.0,0.0,0.1081,0.1111,0.0588,0.0,0.0,0.0,0.0588,0.0588,0.9412,0.0,0.0,0.0,0.9412,0.9412,0.1111,0.0247,0.037,0.1572,0.0,0.3333,0.0,0.0,0.0,0.0
case3_batch_20260619_211455,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_211455/batch_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,3,3,2.0,4.0,grid_labels,Grid + labels,3,3,0,0.5556,0.1728,0.2593,0.4157,0.0,1.0,0.049,0.0013,0.002,0.0361,0.0,0.0882,0.0901,0.0045,0.0068,0.0671,0.0,0.1622,0.049,0.0013,0.002,0.0361,0.0,0.0882,0.951,0.0013,0.002,0.0361,0.9118,1.0,0.4444,0.1728,0.2593,0.4157,0.0,1.0,0.0,0.0,0.0,0.0
case3_batch_20260619_224011,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_224011/batch_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,3,3,0.0,1.0,path_only,No annotations,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
case3_batch_20260619_224011,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_224011/batch_manifest.json,L0_grid,L0: Grid,gpt-5.5,3,3,0.0,1.0,grid,Grid,3,3,0,1.0,0.0,0.0,0.0,1.0,1.0,0.9167,0.0,0.0,0.0,0.9167,0.9167,0.9565,0.0,0.0,0.0,0.9565,0.9565,0.9167,0.0,0.0,0.0,0.9167,0.9167,0.0833,0.0,0.0,0.0,0.0833,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case3_batch_20260619_224011,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_224011/batch_manifest.json,L0_grid_labels,L0: Grid + labels,gpt-5.5,3,3,0.0,1.0,grid_labels,Grid + labels,3,3,0,1.0,0.0,0.0,0.0,1.0,1.0,0.9167,0.0,0.0,0.0,0.9167,0.9167,0.9565,0.0,0.0,0.0,0.9565,0.9565,0.9167,0.0,0.0,0.0,0.9167,0.9167,0.0833,0.0,0.0,0.0,0.0833,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case3_batch_20260619_224011,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_224011/batch_manifest.json,L1_path_only,L1: No annotations,gpt-5.5,3,3,1.0,2.0,path_only,No annotations,3,3,0,0.9016,0.0,0.0,0.0,0.9,0.9048,0.7971,0.0004,0.0006,0.02,0.7826,0.8261,0.846,0.0002,0.0002,0.0141,0.8372,0.8636,0.7971,0.0004,0.0006,0.02,0.7826,0.8261,0.2029,0.0004,0.0006,0.02,0.1739,0.2174,0.0984,0.0,0.0,0.0,0.0952,0.1,0.0,0.0,0.0,0.0
case3_batch_20260619_224011,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_224011/batch_manifest.json,L1_grid,L1: Grid,gpt-5.5,3,3,1.0,2.0,grid,Grid,3,3,0,0.872,0.0001,0.0002,0.01,0.8636,0.8889,0.7826,0.0038,0.0057,0.0616,0.6957,0.8261,0.8231,0.0009,0.0014,0.03,0.7805,0.8444,0.7826,0.0038,0.0057,0.0616,0.6957,0.8261,0.2174,0.0038,0.0057,0.0616,0.1739,0.3043,0.128,0.0001,0.0002,0.01,0.1111,0.1364,0.0,0.0,0.0,0.0
